sample,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL2-A,FL4-H,Time
1,181,286,91.80246654211473,1091.7499159420975,9.755450100468742,241,33.19071573644146,7
1,102,221,2432.871983007834,83.14642814386524,5.7352621639905985,11,6.928906670918847,7
1,318,92,10.674511171902683,721.5393478615223,4.000834049244477,159,6.219334142415033,7
1,257,50,15.302089336814529,741.2935559568208,11.065938946988735,158,1,7
1,99,174,1759.3684259203594,56.45607156350179,1,5,6.163591138387411,7
1,105,229,2567.9092260997368,129.2519042304821,4.11036835059307,23,5.945570708544391,10
1,70,221,455.87579093489694,20.596005124033226,3.026484237885337,0,1,10
1,156,187,936.8110482025517,6.447393309404346,1,0,2.4826580792343136,10
1,464,857,9733.517067070672,512.4805876960932,5.147927874669685,120,23.57404008122087,10
1,129,176,4.338515500970489,728.0648895256073,3.223360617032344,171,18.822716752161217,10
1,371,89,3.4330440374917868,95.1688066627356,7.789249250375251,17,6.866803869618953,10
1,61,180,1194.603688669144,74.63160408053585,1.3100927786766214,15,4.07352770587525,10
1,113,303,1081.9647173070093,863.8958506702986,6.219334142415033,187,31.445333655275167,10
1,748,744,6039.989284357207,512.4805876960932,2.716549326773531,108,27.22670666747671,10
1,232,213,613.5907273413176,208.29103439587823,14.894314772172436,50,9.15960684216839,10
1,60,75,7.5137255448613365,34.71898018035337,1.1241671479091109,4,1.4464812399809683,10
1,143,168,8.523074516046172,468.3566975776557,25.794950681135944,105,35.992103880951845,10
1,365,102,2.352103891745048,33.490889800462874,4.579326023042523,1,2.716549326773531,10
1,266,219,3.464092201348252,715.0722936957665,1.7009597506665493,156,21.351247994787023,10
1,404,112,29.260090148410516,796.6558915346983,10.868463043007702,170,1,10
1,105,356,20.782273676051794,36.97749090379287,80.93071774042775,10,17.994176034642358,11
1,75,232,2346.8156915408467,98.65858841008557,8.600156490889816,13,9.410377337454033,11
1,278,47,6.744263133752843,728.0648895256073,10.77105056036769,160,124.67996636412144,11
1,97,142,124.67996636412144,132.79054563714945,4.338515500970489,26,9.932702976032534,11
1,74,32,30.88417967464071,3.0814743232723654,1,0,1.4079349836552304,11
1,251,526,35.66951179220785,33.19071573644146,24.65950529208189,4,141.4287276844031,11
1,275,51,5.839469730039315,659.4157793488149,3.8593153242735214,145,1.582754255017161,11
1,62,146,2346.8156915408467,92.63272039044861,1.4335166351310304,13,10.113176469976008,11
1,123,60,10.022533513063097,1,8.677935588683004,0,1,11
1,87,184,879.5925148059268,41.944825973180045,2.668071467227808,4,2.4164994785928084,11
1,403,78,3.4330440374917868,65.79332246575679,3.1944700959985375,10,3.026484237885337,11
1,64,86,67.59460327895378,21.544346900318832,4.000834049244477,1,1.5130843788045587,11
1,81,141,1131.783715491855,86.97490026177834,1.8950246269902717,15,2.7411175722433607,11
1,188,89,7.789249250375251,14.238694947958134,3.1944700959985375,0,1.144592844061425,11
1,1023,1023,9139.013434307812,2939.21052439307,124.67996636412144,781,85.42279997140682,11
1,185,52,10.77105056036769,840.8745006670888,20.970226825314448,184,59.05558787097075,13
1,115,148,416.6254977729722,223.84692052415252,8.915518952590332,51,10.77105056036769,13
1,558,296,54.95161361031079,1173.2855299074595,118.12348891722426,251,58.52628106783654,13
1,168,269,96.89798824546277,1173.2855299074595,15.302089336814529,258,26.98267758258263,13
1,180,297,2284.2770586882093,106.02674888485032,3.1944700959985375,17,7.379640244793724,13
1,431,98,7.054802310718644,43.093185828052874,1,4,1,13
1,219,100,31.16349361895333,31.72972262937161,28.48035868435802,3,13.249199462797892,13
1,371,122,10.77105056036769,1091.7499159420975,2.394840738752913,235,1.8445254549329044,13
1,482,145,11.471720138417833,70.07325590699625,3.9649751448321986,12,36.64606693183997,13
1,275,64,8.83561042902456,768.4763358163398,16.593627970533277,167,1.8445254549329044,13
1,70,197,1681.9243248808689,120.26974848152665,5.582427215732716,25,7.581679051819495,13
1,418,110,36.97749090379287,879.5925148059268,17.202106126817206,190,1.144592844061425,13
1,342,503,1318.9690478390985,142.70779729819253,4.921325736881875,27,7.789249250375251,13
1,242,138,2.9724754715597843,75.98763238214934,2.6922012829804105,13,1,13
1,120,186,1873.817422860385,18.654011429099242,5.3366992312063095,0,3.7564711576023706,13
1,287,693,2125.53485340266,96.02950541026686,1.9294565149030696,17,5.78713139650923,15
1,60,41,1,1,1.4335166351310304,0,1.114091398251884,15
1,294,96,2.9993582917311614,619.1399906875633,6.219334142415033,134,1.7792803367036514,15
1,556,1023,9910.37142763007,1551.0144208844401,17.514661954106543,406,53.9709810923747,15
1,79,40,1,11.471720138417833,1.241199643658838,0,1.5545094012558458,15
1,205,95,1.1759293543889509,1.4727632625012197,1,0,2.352103891745048,15
1,158,402,30.88417967464071,44.67338651156932,19.512934226359633,6,15.580122570458364,15
1,872,894,7102.60069967035,2013.7605103760584,124.67996636412144,522,435.8089929325677,15
1,344,80,25.794950681135944,848.4792994970245,9.755450100468742,181,2.716549326773531,15
1,242,195,2.130324430141181,708.6632028132423,5.241463796598737,158,13.369024117359709,15
1,520,126,4.222901467444693,99.55084845258763,8.147904748154893,19,15.863207563852713,15
1,387,99,25.56375422074565,708.6632028132423,2.716549326773531,153,1.5685682545881992,15
1,120,28,1,2.2284150861678333,1.0460449378689947,0,1.1343340218056186,15
1,98,199,1379.7008956979769,59.05558787097075,3.6894354960846405,6,3.55893165592484,15
1,82,135,721.5393478615223,73.29977462151207,1,16,2.3101297000831598,15
1,154,31,1,5.241463796598737,1.9469063586494382,0,1.4595630956355332,18
1,101,205,2263.803409521449,68.20592323159589,4.222901467444693,6,6.805257686861128,18
1,143,89,65.79332246575679,979.9464547120259,10.204639194228905,213,5.3366992312063095,18
1,135,250,2106.483987959359,108.92953508403242,2.0002085014429065,18,3.8593153242735214,18
1,60,57,1,18.992947832089893,1.7792803367036514,0,1.1865643613623453,18
1,177,181,11.57546941826492,1053.132204187607,10.77105056036769,225,20.596005124033226,18
1,101,199,895.5743814515516,52.06190305124306,1.9469063586494382,5,4.222901467444693,18
1,172,1023,1,1,1,0,1.8950246269902717,18
1,482,179,5.43366505800142,81.66264839962837,3.7564711576023706,13,29.524715962545578,18
1,90,72,58.52628106783654,36.64606693183997,9.07751059369505,5,1.0460449378689947,18
1,331,125,35.032975740502536,887.5474761254931,11.57546941826492,193,221.84061253255405,18
1,250,199,251.64135421387394,683.596151378079,11.065938946988735,152,20.970226825314448,18
1,302,591,6094.614443529073,309.5377258125486,1.9121630716150073,59,13.984600002212629,18
1,315,230,8.756418114147527,227.91413525441897,8.523074516046172,45,7.379640244793724,18
1,709,438,295.91245519828203,1712.484260096108,204.57400138986628,383,73.96269166779423,18
1,245,184,329.673520972002,117.06476494972365,3.495421162208289,21,2.248568686290629,19
1,317,770,4694.120697539613,260.8688882726556,7.054802310718644,58,9.495484004986881,19
1,84,156,1142.0194729901314,20.22846155183837,1,0,3.591118336899619,19
1,269,312,33.19071573644146,840.8745006670888,45.077408892082616,193,40.0984933387567,19
1,389,127,5.632914221730313,258.5307576694948,8.677935588683004,53,30.607369181335265,19
1,135,187,945.2834891644189,43.482917005420475,4.921325736881875,3,1.3459603241553646,19
1,186,144,33.79377861367579,153.365703198109,6.053599502101206,32,1.9645140173268099,19
1,377,106,3.9294376386608425,576.1138406291025,1.7163430887406312,124,52.53274655891777,19
1,100,157,7.581679051819495,377.34195298108756,9.8436775772809,92,34.71898018035337,19
1,174,315,3816.125760023128,93.4704829853188,5.194485304876955,14,2.9458335982677304,19
1,250,40,10.390053667435131,708.6632028132423,13.489932456100414,154,1.3581330770336553,19
1,132,36,13.012762441640009,4.185052204466098,7.719435321360784,0,1.7792803367036514,19
1,619,290,180.34723234715995,840.8745006670888,61.77479874530655,194,53.9709810923747,19
1,147,222,1960.0972296738312,60.12860579022972,1.7163430887406312,4,4.497606202396823,19
1,441,105,10.674511171902683,77.36829921026147,6.623909184087666,12,11.57546941826492,19
1,366,74,4.8772165968854635,17.047926105426942,1,0,1.018169625567074,20
1,87,99,61.77479874530655,109.91468471134935,3.495421162208289,26,3.623596111531801,20
1,439,653,6318.100215684828,613.5907273413176,5.999341953993942,156,150.62883369035026,20
1,259,381,3714.432521527315,122.45500477848215,1.382809846513615,18,2.5506279612262257,20
1,164,286,2759.689461023487,93.4704829853188,2.3310223203567615,12,9.8436775772809,20
1,94,162,811.1308307896873,45.077408892082616,6.275581281520446,3,2.6204587135879382,20
1,369,73,15.302089336814529,920.0932975001986,13.735039477752878,197,1.1653896674647735,20
1,1023,1023,10000,7912.946344720549,199.12245340072027,1023,665.3794806422358,20
1,104,64,102.27633831287639,68.8227719108873,4.338515500970489,17,1,20
1,126,199,5.194485304876955,256.21358339713146,9.07751059369505,55,16.151436105580693,20
1,318,63,30.607369181335265,747.9977530308275,48.882066792752106,160,1,20
1,166,40,1,4.222901467444693,4.538282177656346,0,1,20
1,247,65,2.5969719162426155,6.163591138387411,2.5506279612262257,0,3.0538555088334154,20
1,244,66,18.654011429099242,45.077408892082616,10.390053667435131,5,3.464092201348252,20
1,452,1023,10000,677.4691766655194,8.00250227816105,136,32.01668359362323,20
1,94,144,895.5743814515516,36.317613465632604,2.9724754715597843,1,1.6407928824139904,22
1,88,44,1.1972955504515292,3.6563676124481397,4.222901467444693,0,1,22
1,435,107,22.53635501477208,34.09940672804542,4.11036835059307,4,1.018169625567074,22
1,190,268,35.992103880951845,728.0648895256073,4.377752673199239,159,21.935799616584777,22
1,69,152,887.5474761254931,384.19811497750237,9.410377337454033,94,4.921325736881875,22
1,148,368,3487.562458785947,206.42415159084237,1.0090439165700738,41,11.892381077160415,22
1,208,59,13.13044877950839,768.4763358163398,41.196304544852914,172,1,22
1,490,216,219.8522867930577,157.5645289789016,10.113176469976008,31,7.650247124625226,22
1,399,97,16.895127977557195,53.487246893903304,1.8780397917979723,7,9.581360370120452,22
1,290,53,3.026484237885337,619.1399906875633,6.928906670918847,135,107.95321521218223,22
1,80,78,1.2751810420694936,1.5405765554188262,1.1972955504515292,0,1.1759293543889509,22
1,69,104,5.384963893812917,33.19071573644146,1,7,4.457294800096526,22
1,118,59,2.054969943197392,1,1,0,1.05550528101563,22
1,561,451,38.33343280685956,74.63160408053585,19.689407575540166,13,20.970226825314448,22
1,146,620,7.650247124625226,6.744263133752843,2.036551540970202,0,2.9194305122825193,22
1,85,25,104.13466108439275,3.281927872511474,3.8593153242735214,0,1.5970685524504655,24
1,557,174,14.760819155226619,472.59247647558334,28.48035868435802,102,46.73036981789212,24
1,341,74,38.33343280685956,1392.1787954903255,24.88252380060277,305,1,24
1,528,138,3.109342919964865,69.44519931817058,3.790444369349615,11,39.02993692766079,24
1,260,82,35.66951179220785,1482.7416726896747,8.83561042902456,324,1,24
1,161,50,13.369024117359709,747.9977530308275,6.805257686861128,161,3.722802442901899,24
1,175,149,1318.9690478390985,88.55520163326847,4.338515500970489,14,7.118605354235147,24
1,185,389,2144.7580132836174,112.92391429938537,4.000834049244477,19,5.43366505800142,24
1,450,93,3.8593153242735214,28.48035868435802,6.505702996589052,1,1.8116091942004142,24
1,341,70,62.89722370799012,920.0932975001986,62.3334848712922,194,1.685714291255454,24
1,306,533,4407.413252729584,100.45117802047291,1,12,3.9649751448321986,24
1,642,288,2662.0728818220628,280.3514681741324,6.805257686861128,60,8.446683415938598,24
1,80,178,7.859694570739155,4.662530662230764,1.9294565149030696,0,1,24
1,414,91,20.970226825314448,734.649447644077,7.930776992703182,158,1,24
1,337,767,6205.351305943677,380.7546021222372,58.52628106783654,80,186.96045470120927,24
1,480,141,9.581360370120452,163.3423235792795,4.620741065542087,32,3.3717800563729625,26
1,313,248,1579.1957721610424,91.80246654211473,3.790444369349615,14,5.945570708544391,26
1,92,153,2144.7580132836174,53.487246893903304,1,1,7.930776992703182,26
1,420,153,26.028238063025306,143.9984347108564,4.579326023042523,29,3.3717800563729625,26
1,516,129,15.164938894660947,204.57400138986628,5.147927874669685,41,1.7953719996235722,26
1,172,137,9.755450100468742,85.42279997140682,6.991571124772465,14,1.8780397917979723,26
1,71,118,803.8607809527958,78.77405223767327,5.999341953993942,18,7.719435321360784,26
1,302,164,12.439965024972674,192.07903311097346,1.982280918200254,38,7.18298542715413,26
1,429,694,5671.078894961878,285.44534937803587,1.6260866900534394,56,12.896130909616685,26
1,416,82,42.70694775558883,555.7353657510081,15.440480156124496,121,1.3704159192734051,26
1,485,195,4.579326023042523,62.89722370799012,7.054802310718644,9,45.48508521729771,26
1,232,373,1873.817422860385,62.89722370799012,8.756418114147527,8,9.15960684216839,26
1,415,88,8.00250227816105,696.0168374877115,5.147927874669685,149,3.2525124215280456,26
1,332,62,16.00667308959396,591.8866085704472,11.999934779441778,127,3.026484237885337,26
1,100,1023,1.6556320763513133,1.7163430887406312,1.861207189258695,0,1,26
1,134,224,54.95161361031079,887.5474761254931,17.047926105426942,211,24.65950529208189,28
1,201,349,1509.682533695143,78.06801165348759,2.4604063693018694,12,6.928906670918847,28
1,415,68,2.5969719162426155,27.972115813704182,1.5545094012558458,1,5.056061136966765,28
1,271,431,2662.0728818220628,132.79054563714945,2.7909226521663495,22,6.332337115059233,28
1,271,145,9.495484004986881,24.002371562599862,1,0,4.07352770587525,28
1,237,214,5.3366992312063095,741.2935559568208,19.86747693496753,167,33.19071573644146,28
1,240,358,1775.2800071804052,93.4704829853188,1.4464812399809683,14,4.185052204466098,28
1,578,1023,86.19535664753032,183.62407403096594,67.59460327895378,43,45.48508521729771,28
1,313,160,4.2996300059148105,256.21358339713146,1.3100927786766214,52,2.09230797761688,28
1,380,381,3681.1405931204217,1183.8966263528173,19.16471846770308,256,19.86747693496753,28
1,376,630,4064.369254107182,178.73080585054555,8.446683415938598,33,9.07751059369505,28
1,348,681,2886.7591907940327,953.8325541754901,19.86747693496753,209,19.689407575540166,28
1,343,155,5.632914221730313,88.55520163326847,6.6838152661163015,16,2.9194305122825193,28
1,221,99,33.490889800462874,928.4145445194745,16.895127977557195,203,11.166018375594831,28
1,143,427,34.09940672804542,60.12860579022972,12.108461188433376,13,13.012762441640009,28
1,69,214,2454.874674247827,153.365703198109,1,31,8.446683415938598,30
1,94,155,81.66264839962837,630.3895324919581,11.57546941826492,142,9.668013393935633,30
1,86,149,1857.0226648110972,52.53274655891777,1.1653896674647735,2,6.6838152661163015,30
1,214,416,20.596005124033226,24.002371562599862,19.86747693496753,0,10.966756516013595,30
1,199,291,4528.078825320236,206.42415159084237,2.289424337382377,37,12.217969101213544,30
1,313,61,9.581360370120452,803.8607809527958,21.935799616584777,173,217.88178213330508,30
1,145,202,1873.817422860385,270.43479034361076,2.8416326717428775,58,6.744263133752843,30
1,105,45,21.935799616584777,24.219447008495926,2.6204587135879382,0,1.3459603241553646,30
1,252,441,2164.1550258187517,56.966655564596216,1.1343340218056186,4,7.4463810954847975,30
1,114,248,1759.3684259203594,123.56247762528673,5.839469730039315,23,5.582427215732716,30
1,105,246,1417.4741629268049,101.35965009385569,4.579326023042523,17,2.6441579235689505,30
1,282,76,2.668071467227808,1.0273778667148858,2.5506279612262257,0,1,30
1,239,143,20.782273676051794,156.15230060004964,2.0002085014429065,30,1.8780397917979723,30
1,201,555,653.505529858691,30.607369181335265,5.892281407091261,0,3.7564711576023706,30
1,94,173,1681.9243248808689,67.59460327895378,8.83561042902456,8,13.13044877950839,30
1,276,161,28.225093295411764,485.5310503069897,4.07352770587525,106,6.275581281520446,32
1,275,58,3.402274153895438,11.57546941826492,3.137463557920777,0,4.000834049244477,32
1,116,234,1091.7499159420975,40.827067948525716,2.1690316273732364,3,2.5736956277088527,32
1,490,114,6.275581281520446,83.89839750309798,2.668071467227808,15,8.756418114147527,32
1,102,134,979.9464547120259,64.61921551540384,1.763332901061188,9,3.137463557920777,32
1,143,128,36.64606693183997,204.57400138986628,1,41,2.1886481684490513,32
1,170,303,2965.7924991575637,93.4704829853188,5.999341953993942,11,7.18298542715413,32
1,104,150,586.5816133973423,30.607369181335265,1.6407928824139904,1,1,32
1,66,108,671.3971171526032,64.0400427119728,2.765908010875493,10,5.632914221730313,32
1,313,62,15.440480156124496,1205.4075847637703,5.999341953993942,260,1,32
1,174,281,23.153352338605863,1238.4090729565453,16.593627970533277,296,36.97749090379287,32
1,525,133,10.296929099729216,121.35745805269733,1.144592844061425,23,6.6838152661163015,32
1,63,134,1034.3386580610872,52.06190305124306,1,6,3.026484237885337,32
1,92,218,3274.549162877728,172.40868515129338,2.0735549199176786,32,7.054802310718644,32
1,120,173,10.868463043007702,624.7394411085379,6.332337115059233,142,27.47294273105524,32
1,238,200,47.152995383813824,576.1138406291025,8.074876241116565,139,49.32415212659853,34
1,286,473,1907.8639838148179,164.8195779260925,5.43366505800142,32,5.839469730039315,34
1,293,132,3.722802442901899,68.8227719108873,7.581679051819495,11,1.9121630716150073,34
1,162,78,2.1886481684490513,90.97965414049393,5.194485304876955,18,1.685714291255454,34
1,68,120,630.3895324919581,73.96269166779423,1.1972955504515292,17,2.8932640733876096,34
1,587,134,4.222901467444693,180.34723234715995,2.668071467227808,37,28.99783613766877,34
1,64,13,1.2190499622963573,2.7909226521663495,2.1495909065545673,0,1,34
1,393,87,3.1944700959985375,439.75041310513774,8.295949126585052,96,52.53274655891777,34
1,169,44,1.4860828105747503,3.6563676124481397,4.538282177656346,0,1.2190499622963573,34
1,141,256,1152.3478018252538,29.79173503046597,1,0,5.056061136966765,34
1,65,127,1260.910502111033,83.14642814386524,3.495421162208289,15,7.859694570739155,34
1,215,450,2203.47691230698,204.57400138986628,6.623909184087666,40,11.065938946988735,34
1,73,61,1,15.02901771234038,2.9194305122825193,0,1.1343340218056186,34
1,143,71,15.302089336814529,1043.6931305897938,1.982280918200254,226,1,34
1,549,184,32.30623980889441,1330.897693866265,104.13466108439275,287,48.44394380663951,34
1,89,219,2183.7274633169623,80.20534727123292,1.1972955504515292,13,8.600156490889816,35
1,60,132,920.0932975001986,39.739096267542905,7.247947748081368,2,3.137463557920777,35
1,207,50,1.9469063586494382,1.763332901061188,1,0,1.144592844061425,35
1,143,186,3.7564711576023706,503.335176013196,3.3717800563729625,112,26.740835695538134,35
1,391,1023,20.047156738825244,39.3829204209698,17.994176034642358,3,18.156913861446885,35
1,152,247,3074.5462903726443,206.42415159084237,2.4164994785928084,38,11.57546941826492,35
1,429,72,2.4383540982688285,129.2519042304821,2.4164994785928084,27,3.790444369349615,35
1,342,678,3920.6031424482835,181.97827767015136,4.0370172585965545,34,11.166018375594831,35
1,249,41,3.1658385165802594,9.581360370120452,4.790180805255386,0,1.5545094012558458,35
1,205,53,68.20592323159589,1,1.7163430887406312,0,1.526768587689949,35
1,93,141,136.4260674966003,42.32417147982777,6.505702996589052,3,1.0650511827164075,35
1,188,245,2368.040096860482,48.44394380663951,1,1,6.866803869618953,35
1,149,41,2.9993582917311614,86.19535664753032,8.83561042902456,21,1.6556320763513133,35
1,634,167,3.402274153895438,128.0934378652548,4.261093035999904,25,17.514661954106543,35
1,117,175,1565.0416659059003,96.89798824546277,1,21,6.389606243621411,35
1,360,78,18.822716752161217,1006.7752981368568,8.600156490889816,217,1.0746834167557533,37
1,70,178,1392.1787954903255,78.06801165348759,1,10,6.928906670918847,37
1,74,155,1379.7008956979769,100.45117802047291,1.6260866900534394,18,5.3366992312063095,37
1,62,48,2.054969943197392,20.22846155183837,1.1759293543889509,4,1.2524249496828939,37
1,229,1023,1925.1185465114875,272.8805800251238,83.14642814386524,71,20.41140607045414,37
1,485,1000,40.0984933387567,99.55084845258763,48.44394380663951,18,31.72972262937161,37
1,560,204,11.999934779441778,659.4157793488149,1.6407928824139904,141,39.3829204209698,37
1,289,61,24.002371562599862,540.92596673122,4.790180805255386,117,2.6204587135879382,37
1,223,97,9.326033468832199,1260.910502111033,27.22670666747671,271,1.241199643658838,37
1,148,237,1260.910502111033,47.152995383813824,4.70469820054539,3,4.579326023042523,37
1,248,113,3.137463557920777,97.77432556696273,2.0735549199176786,17,1.114091398251884,37
1,416,219,4.222901467444693,141.4287276844031,6.623909184087666,27,4.185052204466098,37
1,320,70,19.338042582613937,702.311555697317,8.00250227816105,154,1,37
1,354,608,7038.941103587838,199.12245340072027,4.41734470314007,31,12.665994531543925,37
1,179,1023,43.876172879040936,146.61483235179742,35.992103880951845,29,118.12348891722426,37
1,128,64,6.505702996589052,1111.5866031276498,43.876172879040936,306,238.40842745167433,40
1,476,121,3.8942186500838587,54.45909014257917,3.9649751448321986,7,10.113176469976008,40
1,183,387,1551.0144208844401,109.91468471134935,1.0460449378689947,20,8.756418114147527,40
1,197,32,3.8593153242735214,1.321941148466029,3.623596111531801,0,1,40
1,597,207,268.01092192584485,181.97827767015136,3.591118336899619,37,4.921325736881875,40
1,273,77,11.267002914203621,260.8688882726556,2.716549326773531,54,7.930776992703182,40
1,110,319,5470.4797587451985,46.73036981789212,1.861207189258695,0,5.839469730039315,40
1,359,84,29.79173503046597,721.5393478615223,8.83561042902456,156,2.765908010875493,40
1,70,115,545.8180560449237,21.739192176242046,2.054969943197392,0,1.0650511827164075,40
1,60,109,373.95989092698994,52.06190305124306,1,15,5.7352621639905985,40
1,112,133,2.1886481684490513,87.76149400343635,5.2888671578802375,15,3.281927872511474,40
1,95,225,1216.309190393308,47.152995383813824,1,4,2.6922012829804105,40
1,65,22,2.4383540982688285,1.8445254549329044,1.241199643658838,0,1,40
1,166,168,15.721027899137114,591.8866085704472,5.43366505800142,131,21.351247994787023,40
1,102,30,1,1.982280918200254,3.591118336899619,0,1,40
1,65,48,16.593627970533277,45.48508521729771,1.5405765554188262,8,1.3100927786766214,41
1,215,37,6.564540031719882,12.552471030793162,1.3100927786766214,0,1.6706054747205725,41
1,172,37,11.57546941826492,1.8780397917979723,5.999341953993942,0,1.6115123071955162,41
1,437,119,1.8780397917979723,117.06476494972365,1.3338966739233034,23,4.000834049244477,41
1,424,121,3.1658385165802594,64.0400427119728,2.373376123106136,9,9.932702976032534,41
1,537,1023,28.225093295411764,44.27298532597312,17.202106126817206,7,22.740171929319246,41
1,67,8,1,1,1,0,1,41
1,177,74,15.721027899137114,15.164938894660947,5.839469730039315,0,2.7909226521663495,41
1,328,67,602.6409666263374,1,2.09230797761688,0,1,41
1,124,209,2183.7274633169623,130.42084766886575,2.668071467227808,22,9.242445562263638,41
1,529,129,13.611934279769317,200.9233002565048,3.824724831989519,41,5.194485304876955,41
1,597,167,3.527033459576571,58.52628106783654,8.147904748154893,9,36.64606693183997,41
1,177,224,20.970226825314448,570.9502145232882,4.70469820054539,127,22.53635501477208,41
1,218,38,1,1,2.2284150861678333,0,1.9645140173268099,41
1,361,112,3.311609354379468,71.99171216749609,4.921325736881875,12,12.896130909616685,41
1,397,747,5421.448629649706,240.56457337914978,1.7953719996235722,46,11.999934779441778,44
1,76,192,1367.3348335400847,73.96269166779423,2.2284150861678333,11,5.582427215732716,44
1,491,101,3.6894354960846405,110.90874394970476,4.8772165968854635,20,15.302089336814529,44
1,115,124,315.16191038944623,166.31019243797087,4.0370172585965545,33,5.7352621639905985,44
1,353,131,4.000834049244477,68.8227719108873,1.321941148466029,10,1.0844027639161342,44
1,147,208,2368.040096860482,173.96793491575778,13.489932456100414,32,9.410377337454033,44
